name,cuisine,tags,calories,protein_g,carbs_g,fat_g,prep_time_min,cost_ghs,ingredients,instructions,image_url
Black-Eyed Pea Hummus Wrap,International,"vegetarian,quick,cheap",380,14,50,12,15,108.0,"[{""name"": ""Black-Eyed Peas"", ""qty"": 100, ""unit"": ""g"", ""cost_ghs"": 27.0}, {""name"": ""Wheat Tortilla"", ""qty"": 1, ""unit"": ""pc"", ""cost_ghs"": 36.0}, {""name"": ""Tahini"", ""qty"": 1, ""unit"": ""tbsp"", ""cost_ghs"": 27.0}, {""name"": ""Carrots"", ""qty"": 50, ""unit"": ""g"", ""cost_ghs"": 18.0}]",Blend beans with tahini to make hummus. Spread on tortilla and wrap with shredded carrots.,/images/pea-hummus-wrap.jpg
Fonio Tabbouleh with Grilled Shrimp,West African,"superfood,high-protein,fresh",395,24,35,16,25,201.0,"[{""name"": ""Fonio"", ""qty"": 70, ""unit"": ""g"", ""cost_ghs"": 52.0}, {""name"": ""Shrimp"", ""qty"": 120, ""unit"": ""g"", ""cost_ghs"": 105.0}, {""name"": ""Parsley"", ""qty"": 1, ""unit"": ""bunch"", ""cost_ghs"": 22.0}, {""name"": ""Tomatoes"", ""qty"": 2, ""unit"": ""pcs"", ""cost_ghs"": 22.0}]",Steam fonio and cool. Mix with herbs and top with grilled seasoned shrimp.,/images/fonio-tabbouleh.jpg
Avocado and Plantain Sourdough Toast,International,"breakfast,vegetarian,quick",420,8,52,22,15,171.0,"[{""name"": ""Sourdough Bread"", ""qty"": 2, ""unit"": ""slices"", ""cost_ghs"": 72.0}, {""name"": ""Avocado"", ""qty"": 1, ""unit"": ""medium"", ""cost_ghs"": 45.0}, {""name"": ""Boiled Plantain"", ""qty"": 1, ""unit"": ""pc"", ""cost_ghs"": 27.0}, {""name"": ""Chili Flakes"", ""qty"": 1, ""unit"": ""tsp"", ""cost_ghs"": 27.0}]",Toast bread and top with mashed avocado. Layer with sliced boiled plantain and chili.,/images/avocado-plantain-toast.jpg
Brown Rice Jollof with Tofu,Ghanaian,"vegetarian,fiber-rich,healthy",440,18,68,10,45,144.0,"[{""name"": ""Brown Rice"", ""qty"": 100, ""unit"": ""g"", ""cost_ghs"": 54.0}, {""name"": ""Tofu"", ""qty"": 150, ""unit"": ""g"", ""cost_ghs"": 54.0}, {""name"": ""Tomato Paste"", ""qty"": 2, ""unit"": ""tbsp"", ""cost_ghs"": 18.0}, {""name"": ""Onions"", ""qty"": 1, ""unit"": ""medium"", ""cost_ghs"": 18.0}]",Cook brown rice in a tomato and onion base. Stir in pan-seared tofu cubes.,/images/brown-rice-jollof.jpg
Curried Okra and Chickpea Stew,West African,"vegan,high-fiber,healthy",350,12,45,14,30,126.0,"[{""name"": ""Okra"", ""qty"": 200, ""unit"": ""g"", ""cost_ghs"": 36.0}, {""name"": ""Chickpeas"", ""qty"": 150, ""unit"": ""g"", ""cost_ghs"": 45.0}, {""name"": ""Curry Powder"", ""qty"": 1, ""unit"": ""tbsp"", ""cost_ghs"": 18.0}, {""name"": ""Coconut Oil"", ""qty"": 1, ""unit"": ""tbsp"", ""cost_ghs"": 27.0}]",Sauté okra and chickpeas with curry powder. Simmer until the sauce thickens.,/images/curry-okra-chickpea.jpg
Ginger-Lime Tilapia with Cauliflower Rice,International,"low-carb,high-protein,seafood",310,34,12,14,25,187.0,"[{""name"": ""Tilapia Fillet"", ""qty"": 200, ""unit"": ""g"", ""cost_ghs"": 105.0}, {""name"": ""Cauliflower"", ""qty"": 300, ""unit"": ""g"", ""cost_ghs"": 52.0}, {""name"": ""Lime"", ""qty"": 1, ""unit"": ""pc"", ""cost_ghs"": 15.0}, {""name"": ""Ginger"", ""qty"": 10, ""unit"": ""g"", ""cost_ghs"": 15.0}]",Steam fish with ginger and lime. Serve over riced and sautéed cauliflower.,/images/ginger-tilapia-cauli.jpg
Savory Oat Porridge with Spinach and Egg,International,"breakfast,quick,healthy",385,16,42,18,15,99.0,"[{""name"": ""Oats"", ""qty"": 60, ""unit"": ""g"", ""cost_ghs"": 27.0}, {""name"": ""Spinach"", ""qty"": 50, ""unit"": ""g"", ""cost_ghs"": 18.0}, {""name"": ""Egg"", ""qty"": 1, ""unit"": ""pc"", ""cost_ghs"": 27.0}, {""name"": ""Butter"", ""qty"": 10, ""unit"": ""g"", ""cost_ghs"": 27.0}]",Cook oats in water with spinach. Top with a poached or fried egg.,/images/savory-oats.jpg
Grilled Beef Kofta with Yam Fries,International,"high-protein,fusion,popular",550,30,55,22,35,195.0,"[{""name"": ""Minced Beef"", ""qty"": 150, ""unit"": ""g"", ""cost_ghs"": 105.0}, {""name"": ""Yam"", ""qty"": 150, ""unit"": ""g"", ""cost_ghs"": 38.0}, {""name"": ""Spices"", ""qty"": 1, ""unit"": ""tbsp"", ""cost_ghs"": 22.0}, {""name"": ""Parsley"", ""qty"": 10, ""unit"": ""g"", ""cost_ghs"": 30.0}]",Shape spiced beef into koftas and grill. Serve with baked yam strips.,/images/beef-kofta-yam.jpg
Lemon Herb Chicken with Steamed Cocoyam,Ghanaian,"traditional,high-protein,clean",490,32,50,16,40,150.0,"[{""name"": ""Chicken Drumsticks"", ""qty"": 2, ""unit"": ""pcs"", ""cost_ghs"": 82.0}, {""name"": ""Cocoyam"", ""qty"": 200, ""unit"": ""g"", ""cost_ghs"": 38.0}, {""name"": ""Lemon"", ""qty"": 1, ""unit"": ""pc"", ""cost_ghs"": 15.0}, {""name"": ""Mixed Herbs"", ""qty"": 1, ""unit"": ""tsp"", ""cost_ghs"": 15.0}]",Marinate chicken in lemon and herbs then roast. Serve with peeled steamed cocoyam.,/images/lemon-chicken-cocoyam.jpg
Waakye and Fried Fish,Ghanaian,"traditional,high-protein,filling",650,35,85,18,45,99.0,"[{""name"": ""Rice"", ""qty"": 1, ""unit"": ""cup"", ""cost_ghs"": 13.0}, {""name"": ""Beans"", ""qty"": 0.5, ""unit"": ""cup"", ""cost_ghs"": 14.0}, {""name"": ""Snapper Fish"", ""qty"": 150, ""unit"": ""g"", ""cost_ghs"": 54.0}, {""name"": ""Shito"", ""qty"": 1, ""unit"": ""tbsp"", ""cost_ghs"": 9.0}, {""name"": ""Sorghum Leaves"", ""qty"": 2, ""unit"": ""pcs"", ""cost_ghs"": 9.0}]",Boil rice and beans with sorghum leaves until dark purple. Serve with fried fish and shito.,/images/waakye-fish.jpg
Banku and Okro Stew,Ghanaian,"traditional,high-fiber,low-fat",550,30,70,15,50,108.0,"[{""name"": ""Corn dough"", ""qty"": 200, ""unit"": ""g"", ""cost_ghs"": 14.0}, {""name"": ""Cassava dough"", ""qty"": 100, ""unit"": ""g"", ""cost_ghs"": 9.0}, {""name"": ""Okro"", ""qty"": 10, ""unit"": ""pcs"", ""cost_ghs"": 27.0}, {""name"": ""Mackerel"", ""qty"": 1, ""unit"": ""pc"", ""cost_ghs"": 45.0}, {""name"": ""Palm oil"", ""qty"": 1, ""unit"": ""tbsp"", ""cost_ghs"": 13.0}]",Cook banku by stirring dough in hot water. Simmer chopped okro with fish and spices.,/images/banku-okro.jpg
