name,cuisine,tags,calories,protein_g,carbs_g,fat_g,prep_time_min,cost_ghs,ingredients,instructions,image_url
Grilled Beef Kofta with Yam Fries,International,"high-protein,fusion,popular",550,30,55,22,35,208.0,"[{""name"":""Minced Beef"",""qty"":150,""unit"":""g"",""cost_ghs"":126.0},{""name"":""Yam"",""qty"":150,""unit"":""g"",""cost_ghs"":55.0},{""name"":""Spices"",""qty"":1,""unit"":""tbsp"",""cost_ghs"":33.0},{""name"":""Parsley"",""qty"":10,""unit"":""g"",""cost_ghs"":44.0}]","Shape spiced beef into koftas and grill. Serve with baked yam strips.","/images/beef-kofta-yam.jpg"
Lemon Herb Chicken with Steamed Cocoyam,Ghanaian,"traditional,high-protein,clean",490,32,50,16,40,160.0,"[{""name"":""Chicken Drumsticks"",""qty"":2,""unit"":""pcs"",""cost_ghs"":99.0},{""name"":""Cocoyam"",""qty"":200,""unit"":""g"",""cost_ghs"":55.0},{""name"":""Lemon"",""qty"":1,""unit"":""pc"",""cost_ghs"":22.0},{""name"":""Mixed Herbs"",""qty"":1,""unit"":""tsp"",""cost_ghs"":22.0}]","Marinate chicken in lemon and herbs then roast. Serve with peeled steamed cocoyam.","/images/lemon-chicken-cocoyam.jpg"
Waakye and Fried Fish,Ghanaian,"traditional,high-protein,filling",650,35,85,18,45,99.0,"[{""name"":""Rice"",""qty"":1,""unit"":""cup"",""cost_ghs"":15.0},{""name"":""Beans"",""qty"":0.5,""unit"":""cup"",""cost_ghs"":18.0},{""name"":""Snapper Fish"",""qty"":150,""unit"":""g"",""cost_ghs"":66.0},{""name"":""Shito"",""qty"":1,""unit"":""tbsp"",""cost_ghs"":11.0},{""name"":""Sorghum Leaves"",""qty"":2,""unit"":""pcs"",""cost_ghs"":11.0}]","Boil rice and beans with sorghum leaves until dark purple. Serve with fried fish and shito.","/images/waakye-fish.jpg"
Banku and Okro Stew,Ghanaian,"traditional,high-fiber,low-fat",550,30,70,15,50,108.0,"[{""name"":""Corn dough"",""qty"":200,""unit"":""g"",""cost_ghs"":18.0},{""name"":""Cassava dough"",""qty"":100,""unit"":""g"",""cost_ghs"":11.0},{""name"":""Okro"",""qty"":10,""unit"":""pcs"",""cost_ghs"":33.0},{""name"":""Mackerel"",""qty"":1,""unit"":""pc"",""cost_ghs"":55.0},{""name"":""Palm oil"",""qty"":1,""unit"":""tbsp"",""cost_ghs"":15.0}]","Cook banku by stirring dough in hot water. Simmer chopped okro with fish and spices.","/images/banku-okro.jpg"
Hausa Koko and Koose,West African,"vegetarian,quick,cheap,breakfast",400,12,65,10,20,77.0,"[{""name"":""Millet flour"",""qty"":100,""unit"":""g"",""cost_ghs"":18.0},{""name"":""Ginger"",""qty"":10,"unit"":""g"",""cost_ghs"":11.0},{""name"":""Cowpeas"",""qty"":0.5,"unit"":""cup"",""cost_ghs"":22.0},{""name"":""Vegetable oil"",""qty"":50,"unit"":""ml"",""cost_ghs"":26.0}]","Whisk millet flour into boiling ginger water for porridge. Deep fry seasoned bean paste for koose.","/images/hausa-koko.jpg"
Omo Tuo and Groundnut Soup,Ghanaian,"traditional,high-protein,nutty",720,28,90,32,60,135.0,"[{""name"":""Rice"",""qty"":1.5,"unit"":""cup"",""cost_ghs"":22.0},{""name"":""Peanut butter"",""qty"":3,"unit"":""tbsp"",""cost_ghs"":33.0},{""name"":""Chicken"",""qty"":200,"unit"":""g"",""cost_ghs"":77.0},{""name"":""Tomato paste"",""qty"":1,"unit"":""tbsp"",""cost_ghs"":33.0}]","Boil rice until soft and mash into balls. Simmer peanut paste with chicken and vegetables.","/images/omo-tuo.jpg"
Tuo Zaafi and Ayoyo Soup,Ghanaian,"traditional,healthy,low-carb-option",520,25,60,14,40,117.0,"[{""name"":""Maize flour"",""qty"":200,"unit"":""g"",""cost_ghs"":18.0},{""name"":""Ayoyo leaves"",""qty"":1,"unit"":""bunch"",""cost_ghs"":26.0},{""name"":""Beef"",""qty"":150,"unit"":""g"",""cost_ghs"":77.0},{""name"":""Dawadawa"",""qty"":1,"unit"":""tsp"",""cost_ghs"":22.0}]","Stir corn flour into boiling water for TZ dough. Boil chopped ayoyo leaves with beef and dawadawa.","/images/tuo-zaafi.jpg"
Jollof Rice and Grilled Chicken,West African,"traditional,high-protein,popular",680,40,80,22,60,153.0,"[{""name"":""Rice"",""qty"":1,"unit"":""cup"",""cost_ghs"":15.0},{""name"":""Tomato paste"",""qty"":2,"unit"":""tbsp"",""cost_ghs"":33.0},{""name"":""Chicken thigh"",""qty"":1,"unit"":""pc"",""cost_ghs"":88.0},{""name"":""Spices"",""qty"":1,"unit"":""tbsp"",""cost_ghs"":51.0}]","Steam rice in a rich tomato and pepper base. Serve with seasoned grilled chicken thighs.","/images/jollof-chicken.jpg"
Etor with Egg and Peanuts,Ghanaian,"vegetarian,traditional,nutrient-dense",580,18,85,20,30,99.0,"[{""name"":""Plantain"",""qty"":2,"unit"":""pcs"",""cost_ghs"":44.0},{""name"":""Roasted peanuts"",""qty"":50,"unit"":""g"",""cost_ghs"":22.0},{""name"":""Egg"",""qty"":2,"unit"":""pcs"",""cost_ghs"":22.0},{""name"":""Palm oil"",""qty"":1,"unit"":""tbsp"",""cost_ghs"":11.0}]","Mash boiled plantains with palm oil and onions. Top with boiled eggs and peanuts.","/images/etor.jpg"
Apapransa with Crabs,Ghanaian,"traditional,rich,cultural",620,22,75,25,45,171.0,"[{""name"":""Roasted corn flour"",""qty"":200,"unit"":""g"",""cost_ghs"":33.0},{""name"":""Palm nut pulp"",""qty"":250,"unit"":""ml"",""cost_ghs"":77.0},{""name"":""Crab"",""qty"":2,"unit"":""pcs"",""cost_ghs"":99.0}]","Stir roasted corn flour into boiling palm nut soup. Serve with steamed crabs and beans.","/images/apapransa.jpg"
Mpotompoto,Ghanaian,"traditional,soft-food,cheap",450,15,70,12,35,88.0,"[{""name"":""Cocoyam"",""qty"":3,"unit"":""pcs"",""cost_ghs"":44.0},{""name"":""Smoked herrings"",""qty"":100,"unit"":""g"",""cost_ghs"":33.0},{""name"":""Palm oil"",""qty"":1,"unit"":""tsp"",""cost_ghs"":11.0}]","Boil cocoyam chunks with smoked fish and onions. Mash slightly into a thick porridge.","/images/mpotompoto.jpg"
Fufu and Goat Light Soup,Ghanaian,"traditional,high-protein,filling",750,35,110,20,90,176.0,"[{""name"":""Cassava"",""qty"":2,"unit"":""pcs"",""cost_ghs"":33.0},{""name"":""Plantain"",""qty"":1,"unit"":""pc"",""cost_ghs"":33.0},{""name"":""Goat meat"",""qty"":200,"unit"":""g"",""cost_ghs"":126.0},{""name"":""Garden eggs"",""qty"":2,"unit"":""pcs"",""cost_ghs"":22.0}]","Pound boiled cassava and plantain into fufu. Serve in a spicy goat meat and tomato broth.","/images/fufu-goat.jpg"
Wasawasa,West African,"vegetarian,traditional,unique",480,10,95,8,40,88.0,"[{""name"":""Yam flour"",""qty"":200,"unit"":""g"",""cost_ghs"":33.0},{""name"":""Vegetable oil"",""qty"":1,"unit"":""tbsp"",""cost_ghs"":15.0},{""name"":""Onion"",""qty"":1,"unit"":""pc"",""cost_ghs"":18.0},{""name"":""Pepper powder"",""qty"":1,"unit"":""tsp"",""cost_ghs"":22.0}]","Steam yam flour grains until tender and dark. Toss with spiced oil and sautéed onions.","/images/wasawasa.jpg"
Aboboi and Tatale,Ghanaian,"vegetarian,traditional,sweet-savory",510,16,80,15,50,99.0,"[{""name"":""Bambara beans"",""qty"":150,"unit"":""g"",""cost_ghs"":33.0},{""name"":""Overripe plantain"",""qty"":2,"unit"":""pcs"",""cost_ghs"":33.0},{""name"":""Corn flour"",""qty"":50,"unit"":""g"",""cost_ghs"":11.0},{""name"":""Palm oil"",""qty"":2,"unit"":""tbsp"",""cost_ghs"":22.0}]","Boil bambara beans into a thick stew. Fry mashed overripe plantain pancakes (tatale) as a side.","/images/aboboi-tatale.jpg"
Grilled Guinea Fowl,Ghanaian,"high-protein,keto-friendly,traditional",420,45,5,25,45,208.0,"[{""name"":""Guinea fowl"",""qty"":0.5,"unit"":""pc"",""cost_ghs"":176.0},{""name"":""Kpakpo shito"",""qty"":10,"unit"":""g"",""cost_ghs"":22.0},{""name"":""Onion/Tomato"",""qty"":50,"unit"":""g"",""cost_ghs"":22.0}]","Season bird with local spices and grill over charcoal. Serve with sliced onions and peppers.","/images/guinea-fowl.jpg"
Angwa Mo with Fried Egg,Ghanaian,"traditional,quick,cheap",550,15,80,20,25,77.0,"[{""name"":""Rice"",""qty"":1,"unit"":""cup"",""cost_ghs"":15.0},{""name"":""Vegetable oil"",""qty"":3,"unit"":""tbsp"",""cost_ghs"":29.0},{""name"":""Salted fish"",""qty"":20,"unit"":""g"",""cost_ghs"":11.0},{""name"":""Egg"",""qty"":2,"unit"":""pcs"",""cost_ghs"":22.0}]","Fry salted fish and onions in oil, then braise rice in the mixture. Top with fried eggs.","/images/angwa-mo.jpg"
Yam and Agushie Stew,Ghanaian,"traditional,high-protein,filling",640,25,80,28,45,135.0,"[{""name"":""Yam"",""qty"":300,"unit"":""g"",""cost_ghs"":44.0},{""name"":""Melon seeds"",""qty"":100,"unit"":""g"",""cost_ghs"":55.0},{""name"":""Spinach"",""qty"":1,"unit"":""bunch"",""cost_ghs"":22.0},{""name"":""Smoked mackerel"",""qty"":100,"unit"":""g"",""cost_ghs"":44.0}]","Boil yam slices until soft. Prepare stew with ground melon seeds, spinach, and smoked fish.","/images/yam-agushie.jpg"
Quinoa Jollof,International,"high-protein, gluten-free, healthy",450,15,65,12,35,153.0,"[{""name"":""Quinoa"",""qty"":150,""unit"":""g"",""cost_ghs"":88.0},{""name"":""Tomato Paste"",""qty"":50,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Onions"",""qty"":1,""unit"":""whole"",""cost_ghs"":22.0},{""name"":""Mixed Veggies"",""qty"":100,""unit"":""g"",""cost_ghs"":55.0}]","Sauté onions and tomato paste. Add rinsed quinoa and water. Simmer until fluffy.",/images/quinoa_jollof.jpg
Grilled Plantain and Avocado Salad,West African,"vegetarian, high-fiber, quick",380,5,55,18,20,99.0,"[{""name"":""Ripe Plantain"",""qty"":2,""unit"":""whole"",""cost_ghs"":33.0},{""name"":""Avocado"",""qty"":1,""unit"":""whole"",""cost_ghs"":33.0},{""name"":""Tomatoes"",""qty"":2,""unit"":""whole"",""cost_ghs"":22.0},{""name"":""Lime"",""qty"":1,""unit"":""whole"",""cost_ghs"":11.0}]","Grill plantain slices until golden. Mix with diced avocado and tomatoes. Drizzle with lime juice.",/images/plantain_avo_salad.jpg
Chickpea and Yam Curry,International,"vegetarian, cheap, high-fiber",410,12,70,8,30,99.0,"[{""name"":""Yam"",""qty"":200,""unit"":""g"",""cost_ghs"":44.0},{""name"":""Chickpeas"",""qty"":200,""unit"":""g"",""cost_ghs"":44.0},{""name"":""Curry Powder"",""qty"":1,""unit"":""tsp"",""cost_ghs"":11.0},{""name"":""Coconut Milk"",""qty"":100,""unit"":""ml"",""cost_ghs"":22.0}]","Boil yam cubes until soft. Add chickpeas and coconut curry sauce. Simmer for 10 minutes.",/images/chickpea_yam_curry.jpg
Brown Rice and Kontomire Frittata,Ghanaian,"high-protein, healthy, fusion",320,18,25,16,25,88.0,"[{""name"":""Eggs"",""qty"":3,""unit"":""large"",""cost_ghs"":33.0},{""name"":""Kontomire"",""qty"":100,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Brown Rice"",""qty"":100,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Pepper"",""qty"":1,""unit"":""tsp"",""cost_ghs"":11.0}]","Whisk eggs and chopped kontomire. Stir in cooked brown rice. Pan-fry until set and golden.",/images/kontomire_frittata.jpg
Grilled Turkey and Bulgur,International,"high-protein, lean, healthy",480,35,50,10,40,176.0,"[{""name"":""Turkey Breast"",""qty"":200,""unit"":""g"",""cost_ghs"":108.0},{""name"":""Bulgur"",""qty"":100,""unit"":""g"",""cost_ghs"":66.0},{""name"":""Cucumber"",""qty"":1,""unit"":""whole"",""cost_ghs"":22.0},{""name"":""Olive Oil"",""qty"":10,"unit"":""ml"",""cost_ghs"":22.0}]","Grill seasoned turkey breast. Steam bulgur until tender. Serve together with fresh cucumber slices.",/images/turkey_bulgur.jpg
Millet Porridge with Mango and Seeds,Ghanaian,"quick, vegetarian, cheap",290,8,50,7,15,66.0,"[{""name"":""Millet"",""qty"":80,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Mango"",""qty"":0.5,""unit"":""whole"",""cost_ghs"":22.0},{""name"":""Pumpkin Seeds"",""qty"":10,""unit"":""g"",""cost_ghs"":11.0},{""name"":""Honey"",""qty"":1,""unit"":""tbsp"",""cost_ghs"":11.0}]","Boil millet into a smooth porridge. Top with sliced mango and seeds. Sweeten with honey.",/images/millet_mango.jpg
Tuna and Sweet Potato Mash,International,"high-protein, quick, healthy",400,28,45,12,25,126.0,"[{""name"":""Sweet Potato"",""qty"":250,""unit"":""g"",""cost_ghs"":44.0},{""name"":""Canned Tuna"",""qty"":1,""unit"":""can"",""cost_ghs"":88.0},{""name"":""Spring Onions"",""qty"":2,""unit"":""stalks"",""cost_ghs"":11.0},{""name"":""Olive Oil"",""qty"":5,""unit"":""ml"",""cost_ghs"":11.0}]","Boil and mash sweet potatoes. Mix in flaked tuna and chopped onions. Season with olive oil.",/images/tuna_sweet_potato.jpg
Black-Eyed Pea Hummus Wrap,West African,"vegetarian, high-protein, fusion",350,14,48,10,15,90.0,"[{""name"":""Black-eyed Peas"",""qty"":150,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Tortilla Wrap"",""qty"":1,""unit"":""whole"",""cost_ghs"":33.0},{""name"":""Carrots"",""qty"":1,""unit"":""whole"",""cost_ghs"":22.0},{""name"":""Tahini"",""qty"":1,""unit"":""tbsp"",""cost_ghs"":22.0}]","Blend cooked peas with tahini. Spread on a wrap and add grated carrots. Roll tightly.",/images/pea_hummus_wrap.jpg
Steamed Fish with Ginger and Bok Choy,International,"healthy, lean, quick",310,32,10,15,20,192.0,"[{""name"":""Red Fish Fillet"",""qty"":200,""unit"":""g"",""cost_ghs"":144.0},{""name"":""Bok Choy"",""qty"":100,""unit"":""g"",""cost_ghs"":44.0},{""name"":""Ginger"",""qty"":20,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Soy Sauce"",""qty"":1,""unit"":""tbsp"",""cost_ghs"":22.0}]","Place fish and bok choy in a steamer. Top with ginger and soy. Steam for 10 minutes.",/images/steamed_fish_ginger.jpg
Agushie and Mushroom Scramble,Ghanaian,"vegetarian, high-protein, cheap",280,16,8,20,15,77.0,"[{""name"":""Agushie"",""qty"":50,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Mushrooms"",""qty"":100,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Onions"",""qty"":1,""unit"":""small"",""cost_ghs"":11.0},{""name"":""Oil"",""qty"":1,""unit"":""tsp"",""cost_ghs"":11.0}]","Sauté onions and mushrooms. Add ground agushie paste and scramble until firm and textured.",/images/agushie_mushroom.jpg
Spicy Oat Fufu with Light Goat Soup,Ghanaian,"traditional, healthy, high-fiber",450,25,60,14,50,208.0,"[{""name"":""Oat Flour"",""qty"":150,""unit"":""g"",""cost_ghs"":66.0},{""name"":""Goat Meat"",""qty"":150,""unit"":""g"",""cost_ghs"":126.0},{""name"":""Garden Eggs"",""qty"":2,""unit"":""whole"",""cost_ghs"":33.0},{""name"":""Ginger/Garlic"",""qty"":10,""unit"":""g"",""cost_ghs"":33.0}]","Prepare fufu from oat flour. Cook goat meat in a spiced tomato broth. Serve together hot.",/images/oat_fufu_goat.jpg
Tofu and Peanut Stew,West African,"vegetarian, high-protein, healthy",420,22,35,24,30,108.0,"[{""name"":""Firm Tofu"",""qty"":200,""unit"":""g"",""cost_ghs"":66.0},{""name"":""Peanut Butter"",""qty"":2,""unit"":""tbsp"",""cost_ghs"":22.0},{""name"":""Spinach"",""qty"":100,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Tomato Sauce"",""qty"":50,""unit"":""ml"",""cost_ghs"":22.0}]","Brown tofu cubes. Simmer with peanut butter and tomato sauce. Stir in spinach before serving.",/images/tofu_peanut_stew.jpg
Grilled Shrimp and Mango Zoodles,International,"quick, healthy, low-carb",260,24,15,12,15,240.0,"[{""name"":""Shrimp"",""qty"":150,""unit"":""g"",""cost_ghs"":160.0},{""name"":""Zucchini"",""qty"":200,""unit"":""g"",""cost_ghs"":55.0},{""name"":""Mango"",""qty"":50,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Lemon"",""qty"":1,""unit"":""whole"",""cost_ghs"":22.0}]","Spiralize zucchini. Sauté with grilled shrimp and mango slices. Finish with a squeeze of lemon.",/images/shrimp_zoodles.jpg
Fonio Salad with Roasted Veggies,West African,"gluten-free, healthy, vegetarian",330,10,55,9,25,135.0,"[{""name"":""Fonio"",""qty"":100,""unit"":""g"",""cost_ghs"":77.0},{""name"":""Bell Peppers"",""qty"":1,""unit"":""whole"",""cost_ghs"":33.0},{""name"":""Zucchini"",""qty"":100,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Olive Oil"",""qty"":10,""unit"":""ml"",""cost_ghs"":22.0}]","Steam fonio until fluffy. Toss with roasted peppers and zucchini. Season with herbs and oil.",/images/fonio_salad.jpg
Avocado and Egg Brown Bread Toast,International,"high-protein, quick, cheap",340,14,30,18,10,88.0,"[{""name"":""Brown Bread"",""qty"":2,""unit"":""slices"",""cost_ghs"":22.0},{""name"":""Avocado"",""qty"":0.5,""unit"":""whole"",""cost_ghs"":22.0},{""name"":""Egg"",""qty"":1,""unit"":""large"",""cost_ghs"":11.0},{""name"":""Chili Flakes"",""qty"":1,""unit"":""tsp"",""cost_ghs"":33.0}]","Toast bread and spread mashed avocado. Top with a poached egg and a sprinkle of chili flakes.",/images/avo_egg_toast.jpg
Banku and Okro Stew,Ghanaian,"traditional,high-fiber,gluten-free",650,35,80,22,45,135.0,"[{""name"":""Corn dough"",""qty"":150,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Cassava dough"",""qty"":100,""unit"":""g"",""cost_ghs"":11.0},{""name"":""Okra"",""qty"":200,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Beef"",""qty"":100,""unit"":""g"",""cost_ghs"":55.0},{""name"":""Palm oil"",""qty"":2,""unit"":""tbsp"",""cost_ghs"":22.0},{""name"":""Onions/Peppers"",""qty"":50,""unit"":""g"",""cost_ghs"":22.0}]","Boil chopped okra until sticky. Sauté meat and aromatics in palm oil then combine with okra and serve with fermented dough balls.","/images/banku_okro_stew.jpg"
Tuuo Zaafi and Ayoyo Soup,Ghanaian,"traditional,healthy,northern-ghana",580,30,85,15,50,117.0,"[{""name"":""Millet flour"",""qty"":200,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Ayoyo leaves"",""qty"":150,""unit"":""g"",""cost_ghs"":22.0},{""name"":""Dried fish"",""qty"":80,""unit"":""g"",""cost_ghs"":44.0},{""name"":""Cassava flour"",""qty"":50,""unit"":""g"",""cost_ghs"":11.0},{""name"":""Seasoning"",""qty"":10,""unit"":""g"",""cost_ghs"":33.0}]","Boil ayoyo leaves with dried fish and spices. Prepare a soft millet and cassava dough and serve together with the soup.","/images/tz_ayoyo.jpg"
Waakye with Fried Fish and Wele,Ghanaian,"high-protein,traditional,popular",720,42,105,18,60,171.0,"[{""name"":""Rice"",""qty"":150,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Cowpeas"",""qty"":100,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Fried Snapper"",""qty"":120,""unit"":""g"",""cost_ghs"":77.0},{""name"":""Waakye leaves"",""qty"":3,""unit"":""pcs"",""cost_ghs"":11.0},{""name"":""Wele"",""qty"":50,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Shito"",""qty"":2,""unit"":""tbsp"",""cost_ghs"":22.0}]","Boil rice and beans together with sorghum leaves for color. Serve with fried fish, spicy shito sauce, and soft cooked cowhide.","/images/waakye_fish.jpg"
Omo Tuo and Groundnut Soup,Ghanaian,"traditional,high-protein,comforting",680,38,90,25,55,144.0,"[{""name"":""Rice"",""qty"":200,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Peanut butter"",""qty"":100,""unit"":""g"",""cost_ghs"":44.0},{""name"":""Chicken"",""qty"":150,""unit"":""g"",""cost_ghs"":66.0},{""name"":""Tomatoes/Onions"",""qty"":100,""unit"":""g"",""cost_ghs"":33.0}]","Cook rice until very soft and mash into firm balls. Simmer peanut butter with a tomato base and chicken until oil rises to the top.","/images/omo_tuo_groundnut.jpg"
Akyeke with Grilled Mackerel,West African,"high-protein,light,healthy",550,35,65,18,30,153.0,"[{""name"":""Akyeke"",""qty"":200,""unit"":""g"",""cost_ghs"":44.0},{""name"":""Mackerel"",""qty"":150,""unit"":""g"",""cost_ghs"":77.0},{""name"":""Vegetable oil"",""qty"":1,""unit"":""tbsp"",""cost_ghs"":11.0},{""name"":""Fresh tomatoes"",""qty"":80,""unit"":""g"",""cost_ghs"":33.0},{""name"":""Green chili"",""qty"":10,""unit"":""g"",""cost_ghs"":22.0}]","Steam the cassava couscous (akyeke) until fluffy. Grill seasoned mackerel and serve with a fresh salsa of tomatoes, onions, and chili.","/images/akyeke_mackerel.jpg"
